Index,Start Time,End Time,Start Time (sec),Text,Movie
581,0:45:57,0:46:0,2757,...the food service or housekeeping industries.,Ghostbusters
582,0:46:1,0:46:5,2761, Are you gonna answer that?  I've quit better jobs than this.,Ghostbusters
583,0:46:5,0:46:7,2765,Ghostbusters! What do you want?,Ghostbusters
584,0:46:7,0:46:10,2767, Can I help you?  I'm Walter Peck.,Ghostbusters
585,0:46:10,0:46:14,2770,"I represent the Environmental Protection Agency, the third district.",Ghostbusters
586,0:46:14,0:46:16,2774,Great. How's it going down there?,Ghostbusters
587,0:46:19,0:46:21,2779,Are you Peter Venkman?,Ghostbusters
588,0:46:22,0:46:23,2782,"Yes, I'm...",Ghostbusters
589,0:46:23,0:46:25,2783,...Dr. Venkman.,Ghostbusters
590,0:46:25,0:46:28,2785,"Exactly what are you a doctor of, Mr. Venkman?",Ghostbusters
591,0:46:28,0:46:31,2788,"Well, I have Ph.D.'s in parapsychology and psychology.",Ghostbusters
592,0:46:32,0:46:34,2792,I see.,Ghostbusters
593,0:46:34,0:46:37,2794,And now you catch ghosts.,Ghostbusters
594,0:46:37,0:46:39,2797,Yeah. You could say that.,Ghostbusters
595,0:46:40,0:46:42,2800,"And how many ghosts have you caught, Mr. Venkman?",Ghostbusters
596,0:46:42,0:46:45,2802, I'm not at liberty to say.  And where do you put...,Ghostbusters
597,0:46:45,0:46:48,2805,...these ghosts once you catch them?,Ghostbusters
598,0:46:48,0:46:51,2808,Into a storage facility.,Ghostbusters
599,0:46:51,0:46:54,2811,And would this storage facility be located on these premises?,Ghostbusters
600,0:46:54,0:46:59,2814, Yes.  And may I see this storage facility?,Ghostbusters
601,0:46:59,0:47:3,2819," No.  And why not, Mr. Venkman?",Ghostbusters
602,0:47:4,0:47:7,2824,Because you did not use the magic word.,Ghostbusters
603,0:47:10,0:47:13,2830,"What is the magic word, Mr. Venkman?",Ghostbusters
604,0:47:15,0:47:16,2835,"""Please.""",Ghostbusters
605,0:47:17,0:47:21,2837,"May I please see the storage facility, Mr. Venkman?",Ghostbusters
606,0:47:21,0:47:23,2841,Why do you want to see it?,Ghostbusters
607,0:47:23,0:47:25,2843,"Well, because I'm curious.",Ghostbusters
608,0:47:25,0:47:28,2845,I want to know more about what you do here.,Ghostbusters
609,0:47:28,0:47:31,2848,There've been a lot of wild stories in the media...,Ghostbusters
