Index,Start Time,End Time,Start Time (sec),Text,Movie
443,1:12:19,1:12:21,4339,I never thought I'd do something as shine as that.,Mad Max Fury Road
444,1:12:21,1:12:23,4341,How are the engines?,Mad Max Fury Road
445,1:12:23,1:12:26,4343,Very hot and real thirsty.,Mad Max Fury Road
446,1:12:30,1:12:35,4350,Hey. You need to take the war rig half a click down the track.,Mad Max Fury Road
447,1:12:35,1:12:38,4355,What if you're not back by the time the engines have cooled?,Mad Max Fury Road
448,1:12:40,1:12:43,4360,"Well, you keep moving.",Mad Max Fury Road
449,1:12:51,1:12:53,4371,What do you suppose he's gonna do?,Mad Max Fury Road
450,1:12:54,1:12:57,4374,Retaliate first.,Mad Max Fury Road
451,1:12:59,1:13:1,4379,Let's go!,Mad Max Fury Road
452,1:14:20,1:14:22,4460,Are you hurt?,Mad Max Fury Road
453,1:14:23,1:14:26,4463, You're bleeding.  That's not his blood.,Mad Max Fury Road
454,1:14:28,1:14:30,4468,What is this?,Mad Max Fury Road
455,1:14:30,1:14:33,4470,It's mother's milk.,Mad Max Fury Road
456,1:15:14,1:15:16,4514,It's okay. Sleep.,Mad Max Fury Road
457,1:15:18,1:15:20,4518,Get some rest.,Mad Max Fury Road
458,1:15:30,1:15:33,4530,How do you know this place even exists?,Mad Max Fury Road
459,1:15:35,1:15:36,4535,I was born there.,Mad Max Fury Road
460,1:15:39,1:15:40,4539,So why'd you leave?,Mad Max Fury Road
461,1:15:40,1:15:43,4540,I didn't.,Mad Max Fury Road
462,1:15:43,1:15:45,4543,I was taken as a child.,Mad Max Fury Road
463,1:15:47,1:15:48,4547,Stolen.,Mad Max Fury Road
464,1:15:54,1:15:57,4554, You done this before?  Many times.,Mad Max Fury Road
465,1:15:59,1:16:2,4559,Now that I drive a war rig...,Mad Max Fury Road
466,1:16:2,1:16:4,4562,this is the best shot I'll ever have.,Mad Max Fury Road
467,1:16:6,1:16:7,4566,And them?,Mad Max Fury Road
468,1:16:9,1:16:11,4569,They're looking for hope.,Mad Max Fury Road
469,1:16:11,1:16:14,4571,What about you?,Mad Max Fury Road
470,1:16:18,1:16:20,4578,Redemption.,Mad Max Fury Road
471,1:17:3,1:17:6,4623,"Hey, what's that?",Mad Max Fury Road
472,1:17:18,1:17:21,4638,I remember something like that.,Mad Max Fury Road
473,1:17:32,1:17:35,4652,Help me!,Mad Max Fury Road
474,1:17:37,1:17:40,4657,Help me!,Mad Max Fury Road
475,1:17:42,1:17:45,4662,"Help me, please!",Mad Max Fury Road
476,1:17:46,1:17:48,4666,That's bait.,Mad Max Fury Road
477,1:17:48,1:17:49,4668,Stay in the rig.,Mad Max Fury Road
478,1:17:55,1:17:59,4675,"Hurry! Please, hurry! They'll be back!",Mad Max Fury Road
479,1:17:59,1:18:2,4679,I am one of the Vuvalini!,Mad Max Fury Road
480,1:18:2,1:18:5,4682,Of the Many Mothers!,Mad Max Fury Road
481,1:18:6,1:18:9,4686,My initiate mother was K.T. Concannon!,Mad Max Fury Road
482,1:18:10,1:18:13,4690,I am the daughter of Mary Jabassa.,Mad Max Fury Road
483,1:18:14,1:18:18,4694,My clan was Swaddle Dog!,Mad Max Fury Road
484,1:19:4,1:19:5,4744,It's me.,Mad Max Fury Road
485,1:19:14,1:19:16,4754,There's something in the eyes.,Mad Max Fury Road
486,1:19:16,1:19:18,4756,Perhaps it is Jabassa's child.,Mad Max Fury Road
487,1:19:23,1:19:26,4763,This is our Furiosa.,Mad Max Fury Road
488,1:19:27,1:19:29,4767,How long has it been?,Mad Max Fury Road
489,1:19:30,1:19:35,4770,"7,000 days. Plus the ones I don't remember.",Mad Max Fury Road
490,1:19:36,1:19:38,4776,Furiosa.,Mad Max Fury Road
491,1:19:38,1:19:41,4778,What happened to your mother?,Mad Max Fury Road
492,1:19:41,1:19:43,4781,She died.,Mad Max Fury Road
493,1:19:44,1:19:46,4784,On the third day.,Mad Max Fury Road
494,1:19:52,1:19:56,4792, From where did you come?  The west. Citadel.,Mad Max Fury Road
495,1:19:56,1:19:59,4796,Beyond the mountains.,Mad Max Fury Road
496,1:20:2,1:20:4,4802,The men... who are they?,Mad Max Fury Road
497,1:20:4,1:20:8,4804,They're reliable. They helped us get here.,Mad Max Fury Road
498,1:20:20,1:20:23,4820,Where did you find such creatures?,Mad Max Fury Road
499,1:20:24,1:20:26,4824,So soft.,Mad Max Fury Road
500,1:20:26,1:20:29,4826,This one has all her teeth.,Mad Max Fury Road
501,1:20:37,1:20:40,4837,I can't wait for them to see it.,Mad Max Fury Road
502,1:20:40,1:20:42,4840,See?,Mad Max Fury Road
503,1:20:42,1:20:45,4842, See what?  Home.,Mad Max Fury Road
504,1:20:49,1:20:50,4849,The Green Place.,Mad Max Fury Road
505,1:20:50,1:20:56,4850,"But if you came from the west, you passed it.",Mad Max Fury Road
506,1:20:56,1:21:1,4856,The crows. The creepy place with all the crows.,Mad Max Fury Road
507,1:21:2,1:21:3,4862, The soil.  We had to get out.,Mad Max Fury Road
508,1:21:3,1:21:5,4863, We had no water and...  The water was filth.,Mad Max Fury Road
509,1:21:5,1:21:9,4865, It was poisoned. It was sour.  And the crows came.,Mad Max Fury Road
510,1:21:9,1:21:11,4869,We couldn't grow anything.,Mad Max Fury Road
511,1:21:11,1:21:14,4871, Where are the others?  What others?,Mad Max Fury Road
512,1:21:14,1:21:17,4874, The Many Mothers.  We're the only ones left.,Mad Max Fury Road
513,1:22:18,1:22:19,4938,Look.,Mad Max Fury Road
514,1:22:21,1:22:24,4941,That's what you call a satellite.,Mad Max Fury Road
515,1:22:24,1:22:27,4944,Miss Giddy told us about those.,Mad Max Fury Road
516,1:22:27,1:22:31,4947,They used to bounce messages across the earth.,Mad Max Fury Road
517,1:22:31,1:22:35,4951,Shows. Everyone in the old world had a show.,Mad Max Fury Road
518,1:22:37,1:22:40,4957,Do you think there's still somebody out there?,Mad Max Fury Road
519,1:22:41,1:22:45,4961, Sending shows?  Who knows.,Mad Max Fury Road
520,1:22:45,1:22:48,4965,Those are the plains of silence.,Mad Max Fury Road
521,1:22:50,1:22:55,4970,"Stay right where you are, little Joe. Kind of lost its novelty out here.",Mad Max Fury Road
522,1:22:55,1:22:57,4975,You having a baby?,Mad Max Fury Road
523,1:22:57,1:23:0,4977,Warlord Jr. Gonna be so ugly.,Mad Max Fury Road
524,1:23:1,1:23:4,4981,It could be a girl.,Mad Max Fury Road
525,1:23:4,1:23:8,4984," You kill people with that, do ya?  Killed everyone I ever met out here.",Mad Max Fury Road
526,1:23:9,1:23:11,4989,"Headshots, all of 'em. Snap. Right in the medulla.",Mad Max Fury Road
527,1:23:11,1:23:14,4991,Thought somehow you girls were above all that.,Mad Max Fury Road
528,1:23:18,1:23:20,4998,Come here.,Mad Max Fury Road
529,1:23:27,1:23:28,5007,Take a peek.,Mad Max Fury Road
530,1:23:29,1:23:31,5009,Seeds.,Mad Max Fury Road
531,1:23:31,1:23:35,5011,These are from home. Heirlooms. The real thing.,Mad Max Fury Road
532,1:23:35,1:23:38,5015, I plant one every chance I get.  Where?,Mad Max Fury Road
533,1:23:39,1:23:42,5019,"So far, nothing's took. Earth's too sour.",Mad Max Fury Road
534,1:23:42,1:23:47,5022," So many different kinds.  Trees, flowers, fruit.",Mad Max Fury Road
535,1:23:47,1:23:49,5027,"Back then, everyone had their fill.",Mad Max Fury Road
536,1:23:50,1:23:53,5030,"Back then, there was no need to snap anybody.",Mad Max Fury Road
537,1:24:8,1:24:10,5048,Can I talk to you?,Mad Max Fury Road
538,1:24:29,1:24:32,5069,I've talked with the others.,Mad Max Fury Road
