Index,Start Time,End Time,Start Time (sec),Text,Movie
362,0:51:13,0:51:16,3073,What do we do for money when we get to New Orleans?,The Truman Show
363,0:51:17,0:51:20,3077,I have my Sea haven bank card.,The Truman Show
364,0:51:21,0:51:25,3081,"So we're just going to eat into our savings, is that it?",The Truman Show
365,0:51:25,0:51:30,3085,I'll have to call your mother. I don't know how she'll take this.,The Truman Show
366,0:51:43,0:51:45,3103,What now?,The Truman Show
367,0:51:45,0:51:48,3105,SEAHAVEN NUCLEAR POWER STATION,The Truman Show
368,0:51:51,0:51:54,3111, Looks like a leak at the plant.  Back up.,The Truman Show
369,0:51:55,0:52:1,3115,Leak at the plant. The whole area is being evacuated.,The Truman Show
370,0:52:2,0:52:6,3122," Thank you for your help.  You're welcome, Truman.",The Truman Show
371,0:52:6,0:52:8,3126,Truman...,The Truman Show
372,0:52:10,0:52:14,3130,"Truman, come back!",The Truman Show
373,0:52:17,0:52:18,3137,Stop him!,The Truman Show
374,0:52:19,0:52:21,3139,Truman!,The Truman Show
375,0:52:40,0:52:42,3160,Stay away!,The Truman Show
376,0:52:57,0:53:3,3177, Thank you both for your help.  Next time he'll be charged.,The Truman Show
377,0:53:3,0:53:8,3183,I understand. Thanks again. Good night.,The Truman Show
378,0:53:26,0:53:31,3206,"Let me get you some help, Truman. You're not well.",The Truman Show
379,0:53:33,0:53:38,3213,Why do you want to have a baby with me? You can't stand me.,The Truman Show
380,0:53:39,0:53:42,3219,That's not true.,The Truman Show
381,0:53:45,0:53:51,3225,I'll fix you some Mococoa. Natural cocoa beans from Mt. Nicaragua.,The Truman Show
382,0:53:51,0:53:58,3231, No artificial sweeteners.  What are you talking about?,The Truman Show
383,0:53:58,0:54:1,3238,I've tasted other cocoas. This is the best.,The Truman Show
384,0:54:2,0:54:6,3242,What the hell does this have to do with anything?,The Truman Show
385,0:54:6,0:54:11,3246, Tell me what's happening!  You're having a nervous breakdown.,The Truman Show
386,0:54:11,0:54:14,3251,"You're part of this, aren't you?",The Truman Show
387,0:54:16,0:54:21,3256,"Truman, you are scaring me.",The Truman Show
388,0:54:21,0:54:25,3261,"No, you're scaring me. What are you gonna do?",The Truman Show
389,0:54:25,0:54:30,3265,"Dice me, slice me or peel me? There's so many choices.",The Truman Show
390,0:54:31,0:54:34,3271,Do something!,The Truman Show
391,0:54:35,0:54:38,3275,What? What did you say?,The Truman Show
392,0:54:39,0:54:42,3279, Who are you talking to?  I didn't say anything.,The Truman Show
393,0:54:43,0:54:48,3283, I wasn't talking to anybody.  Talk to me!,The Truman Show
394,0:54:48,0:54:53,3288, I don't know anything!  Stay where you are.,The Truman Show
395,0:54:53,0:54:55,3293,Truman...?,The Truman Show
396,0:54:58,0:55:0,3298,Thank God!,The Truman Show
397,0:55:5,0:55:10,3305,How can anyone expect me to carry on under these conditions?,The Truman Show
398,0:55:10,0:55:13,3310,It's unprofessional!,The Truman Show
399,0:55:17,0:55:21,3317,Everything's gonna be okay. It's all gonna be fine.,The Truman Show
400,0:55:25,0:55:29,3325,"I don't know what to think, Marlon.",The Truman Show
401,0:55:31,0:55:35,3331,Maybe I'm losing my mind.,The Truman Show
402,0:55:37,0:55:42,3337,It feels like the whole world revolves around me.,The Truman Show
403,0:55:42,0:55:47,3342,That's a lot of world for one man.,The Truman Show
404,0:55:48,0:55:54,3348,Is it wishful thinking? Wishing you'd made more out of yourself?,The Truman Show
405,0:55:54,0:56:1,3354,Who hasn't sat in the john and had an imaginary interview on TV?,The Truman Show
406,0:56:1,0:56:7,3361,This is different. Everybody seems to be in on it.,The Truman Show
407,0:56:9,0:56:13,3369,I've been your best friend since we were seven.,The Truman Show
408,0:56:13,0:56:18,3373,We got through school by cheating off each others test papers.,The Truman Show
409,0:56:18,0:56:22,3378,"Jesus, they were identical.",The Truman Show
410,0:56:23,0:56:26,3383,But I always felt safe knowing that.,The Truman Show
411,0:56:26,0:56:31,3386,"Because whatever the answer was, we were right or wrong together.",The Truman Show
412,0:56:33,0:56:39,3393,I stayed up all night in your tent so you could play North Pole.,The Truman Show
413,0:56:39,0:56:42,3399,And I got pneumonia.,The Truman Show
414,0:56:42,0:56:44,3402,Remember that?,The Truman Show
415,0:56:45,0:56:47,3405,You were out of school for a month.,The Truman Show
416,0:56:53,0:56:59,3413,"You're the closest thing I ever had to a brother, Truman.",The Truman Show
417,0:57:3,0:57:9,3423,Things haven't worked out for us like we used to dream they would.,The Truman Show
418,0:57:11,0:57:16,3431,I know what that feeling's like. Everything slipping away...,The Truman Show
419,0:57:16,0:57:20,3436,"You don't want to believe it, so you look for answers somewhere else.",The Truman Show
420,0:57:27,0:57:33,3447,"But the point is, I'd gladly walk in front of traffic for you.",The Truman Show
421,0:57:38,0:57:43,3458,"But the point's, I'd gladly step in front of traffic for you.",The Truman Show
422,0:57:44,0:57:47,3464,And the last thing I'd ever do is lie to you.,The Truman Show
423,0:57:49,0:57:56,3469,And the last thing that I would ever do... is lie to you.,The Truman Show
424,0:57:59,0:58:2,3479,"I mean, think about it.",The Truman Show
425,0:58:3,0:58:8,3483,"If everybody is in on it... I'd have to be in on it, too.",The Truman Show
426,0:58:17,0:58:22,3497,"I'm not in on it, Truman, because there is no ""it"".",The Truman Show
427,0:58:26,0:58:30,3506, You were right about one thing.  What's that?,The Truman Show
428,0:58:33,0:58:36,3513,The thing that started all this.,The Truman Show
429,0:58:50,0:58:55,3530,"I found him for you, Truman. That's why I came by tonight.",The Truman Show
430,0:58:56,0:59:0,3536,I'm sure he's got quite a story to tell.,The Truman Show
