Index,Start Time,End Time,Start Time (sec),Text,Movie
1000,1:48:50,1:48:52,6530,Now you are recognized everywhere.,The Theory Of Everything
1001,1:48:53,1:48:55,6533,How do you deal with all the attention?,The Theory Of Everything
1002,1:48:55,1:48:59,6535,"I was stopped recently by a tourist in Cambridge,",The Theory Of Everything
1003,1:48:59,1:49:2,6539,who asked if I was the real Stephen Hawking.,The Theory Of Everything
1004,1:49:3,1:49:7,6543,I replied I was not and said the real one was much better looking.,The Theory Of Everything
1005,1:49:11,1:49:15,6551,"In 1979, you talked about the possibility of a theory of everything",The Theory Of Everything
1006,1:49:15,1:49:18,6555,being discovered before the end of the century.,The Theory Of Everything
1007,1:49:19,1:49:22,6559,I now predict that I was wrong.,The Theory Of Everything
1008,1:49:26,1:49:31,6566,"Professor Hawking, you have said you do not believe in God.",The Theory Of Everything
1009,1:49:32,1:49:36,6572,Do you have a philosophy of life that helps you?,The Theory Of Everything
1010,1:50:38,1:50:41,6638,You have said you do not believe in God.,The Theory Of Everything
1011,1:50:43,1:50:46,6643,Do you have a philosophy of life that helps you?,The Theory Of Everything
1012,1:51:9,1:51:12,6669,It is clear that we are just an advanced breed of primates,The Theory Of Everything
1013,1:51:13,1:51:17,6673,on a minor planet orbiting around a very average star,The Theory Of Everything
1014,1:51:17,1:51:22,6677,in the outer suburb of one among 100 billion galaxies.,The Theory Of Everything
1015,1:51:24,1:51:25,6684,"But,",The Theory Of Everything
1016,1:51:25,1:51:28,6685,"ever since the dawn of civilization,",The Theory Of Everything
1017,1:51:28,1:51:34,6688,people have craved for an understanding of the underlying order of the world.,The Theory Of Everything
1018,1:51:35,1:51:37,6695,There ought to be something very special,The Theory Of Everything
1019,1:51:37,1:51:41,6697,about the boundary conditions of the universe.,The Theory Of Everything
1020,1:51:42,1:51:46,6702,And what can be more special than that there is no boundary...,The Theory Of Everything
1021,1:51:48,1:51:53,6708,And there should be no boundary to human endeavor.,The Theory Of Everything
1022,1:51:54,1:51:56,6714,We are all different.,The Theory Of Everything
1023,1:51:56,1:51:58,6716,"However bad life may seem,",The Theory Of Everything
1024,1:51:59,1:52:3,6719,there is always something you can do and succeed at.,The Theory Of Everything
1025,1:52:4,1:52:8,6724,"While there is life, there is hope.",The Theory Of Everything
1026,1:52:28,1:52:29,6748,That came.,The Theory Of Everything
1027,1:52:39,1:52:41,6759,It's from Stephen.,The Theory Of Everything
1028,1:52:48,1:52:50,6768,Gosh.,The Theory Of Everything
1029,1:53:9,1:53:12,6789,Your glasses are always dirty.,The Theory Of Everything
1030,1:53:29,1:53:32,6809,"Professor and Mrs. Hawking, Her Majesty the Queen.",The Theory Of Everything
1031,1:54:3,1:54:5,6843,Congratulations...,The Theory Of Everything
1032,1:54:6,1:54:9,6846,My Companion of Honour.,The Theory Of Everything
1033,1:54:11,1:54:14,6851,Not bad for an old liberal socialist.,The Theory Of Everything
1034,1:54:15,1:54:19,6855,"Don't worry, you can decline the knighthood.",The Theory Of Everything
1035,1:54:29,1:54:32,6869,"Thank you, for today.",The Theory Of Everything
1036,1:54:32,1:54:34,6872,It was extraordinary.,The Theory Of Everything
1037,1:54:35,1:54:38,6875,"It's all been rather extraordinary though, hasn't it?",The Theory Of Everything
1038,1:54:47,1:54:49,6887,What are you writing?,The Theory Of Everything
1039,1:55:0,1:55:4,6900,Look what we made.,The Theory Of Everything
