Index,Start Time,End Time,Start Time (sec),Text,Movie
177,0:13:52,0:13:55,832,I don't want to talk about Tony anymore.,The Shining
178,0:13:58,0:13:59,838,That's fine.,The Shining
179,0:14:0,0:14:2,840,"All right, Danny.",The Shining
180,0:14:2,0:14:5,842,I'm going to ask you to do me a favor...,The Shining
181,0:14:6,0:14:9,846,...and stay quietly in bed for the rest of the day. Okay?,The Shining
182,0:14:9,0:14:10,849,Do I have to?,The Shining
183,0:14:10,0:14:13,850,Yes. I'd like you to.,The Shining
184,0:14:13,0:14:16,853,We're going in the other room for a few minutes and talk.,The Shining
185,0:14:16,0:14:18,856,I'll come back and check on you.,The Shining
186,0:14:26,0:14:29,866, Shall we go into the living room?  Yes.,The Shining
187,0:14:33,0:14:34,873, Please.  Thank you.,The Shining
188,0:14:38,0:14:43,878,"Mrs. Torrance, I don't think you have anything to worry about.",The Shining
189,0:14:43,0:14:47,883,I'm quite sure there's nothing physically wrong with Danny.,The Shining
190,0:14:52,0:14:55,892,He seems absolutely fine now.,The Shining
191,0:14:55,0:14:56,895,But you should've seen him.,The Shining
192,0:14:57,0:14:58,897,I know.,The Shining
193,0:14:58,0:15:0,898,Kids can scare you to death.,The Shining
194,0:15:0,0:15:3,900,"But believe me, these episodes are not at all uncommon.",The Shining
195,0:15:3,0:15:5,903,And they look much worse than they are.,The Shining
196,0:15:6,0:15:9,906,But what was the matter with him?,The Shining
197,0:15:9,0:15:13,909,"Most of the time, these episodes with kids are never explained.",The Shining
198,0:15:13,0:15:18,913,They're brought on by emotional factors and rarely occur again.,The Shining
199,0:15:19,0:15:22,919,They're more akin to autohypnosis...,The Shining
200,0:15:22,0:15:25,922,...a kind of selfinduced trance.,The Shining
201,0:15:25,0:15:27,925,"If it reoccurs, which I doubt...",The Shining
202,0:15:28,0:15:31,928,...we can always think about having some tests done.,The Shining
203,0:15:34,0:15:36,934,I'm sure you're right.,The Shining
204,0:15:38,0:15:40,938,Have you been in Boulder long?,The Shining
205,0:15:41,0:15:42,941,Only about three months.,The Shining
206,0:15:43,0:15:46,943,We're from Vermont. My husband was teaching school there.,The Shining
207,0:15:48,0:15:52,948,Did the appearance of Danny's imaginary friend...,The Shining
208,0:15:52,0:15:53,952,Tony.,The Shining
209,0:15:53,0:15:57,953,Did Tony's first appearance happen to coincide with your arrival here?,The Shining
210,0:16:0,0:16:2,960,Let's see...,The Shining
211,0:16:2,0:16:5,962,I guess Danny started talking to Tony...,The Shining
212,0:16:5,0:16:8,965,...about the time we put him in nursery school.,The Shining
213,0:16:8,0:16:11,968,Did he adjust well to school?,The Shining
214,0:16:13,0:16:15,973,He didn't like it too much at first.,The Shining
215,0:16:15,0:16:18,975,"Then he had an injury, so we kept him out for a while and...",The Shining
216,0:16:20,0:16:24,980,I guess that's about when I first noticed he was talking to Tony.,The Shining
217,0:16:25,0:16:27,985,What sort of injury did he have?,The Shining
218,0:16:28,0:16:30,988,He dislocated his shoulder.,The Shining
219,0:16:30,0:16:33,990,How did he manage to do that?,The Shining
220,0:16:36,0:16:39,996,"It was just one of those things, you know.",The Shining
221,0:16:39,0:16:41,999,Purely an accident.,The Shining
222,0:16:42,0:16:45,1002,My husband had been drinking...,The Shining
223,0:16:45,0:16:49,1005,...and he came home about three hours late.,The Shining
224,0:16:49,0:16:53,1009,So he wasn't exactly in the greatest mood that night.,The Shining
225,0:16:54,0:16:59,1014,And Danny had scattered some of his school papers all over the room...,The Shining
226,0:16:59,0:17:3,1019,...and my husband grabbed his arm to pull him away from them.,The Shining
227,0:17:4,0:17:7,1024,It's just the sort of thing you do 100 times with a child...,The Shining
228,0:17:7,0:17:9,1027,"...you know, in a park or in the street.",The Shining
229,0:17:10,0:17:13,1030,But on this particular occasion...,The Shining
230,0:17:13,0:17:16,1033,...my husband just used too much strength...,The Shining
231,0:17:16,0:17:18,1036,...and he injured Danny's arm.,The Shining
232,0:17:21,0:17:26,1041,"Anyway, something good did come out of it all because he said...",The Shining
233,0:17:26,0:17:29,1046,"...""Wendy, I'm never going to touch another drop.",The Shining
234,0:17:29,0:17:31,1049,"And if I do, you can leave me.""",The Shining
235,0:17:31,0:17:32,1051,And he didn't.,The Shining
236,0:17:33,0:17:37,1053,He hasn't had any alcohol in 5 months.,The Shining
237,0:18:4,0:18:8,1084,We must really be high up. The air feels so different.,The Shining
238,0:18:14,0:18:15,1094,Dad?,The Shining
239,0:18:18,0:18:20,1098,I'm hungry.,The Shining
240,0:18:21,0:18:24,1101,You should've eaten your breakfast.,The Shining
241,0:18:25,0:18:28,1105,We'll get you something as soon as we get to the hotel.,The Shining
242,0:18:28,0:18:30,1108,"Okay, Mom.",The Shining
243,0:18:31,0:18:35,1111,Wasn't it around here that the Donner party got snowbound?,The Shining
244,0:18:37,0:18:41,1117,"I think that was farther west, in the Sierras.",The Shining
245,0:18:42,0:18:45,1122,What was the Donner party?,The Shining
246,0:18:46,0:18:51,1126,They were a party of settlers in covered wagon times.,The Shining
247,0:18:51,0:18:54,1131,They got snowbound one winter in the mountains.,The Shining
248,0:18:54,0:18:59,1134,They had to resort to cannibalism in order to stay alive.,The Shining
249,0:19:0,0:19:3,1140,You mean they ate each other up?,The Shining
250,0:19:3,0:19:6,1143,"They had to, in order to survive.",The Shining
251,0:19:6,0:19:7,1146,Jack.,The Shining
252,0:19:8,0:19:9,1148,"Don't worry, Mom.",The Shining
253,0:19:9,0:19:13,1149,I know all about cannibalism. I saw it on TV.,The Shining
254,0:19:13,0:19:16,1153,"See, it's okay.",The Shining
